"A0002600","R0000100","R0000300","R0000500","R0006500","R0007900","R0009100","R0173600","R0214700","R0214800","R0410100","R0410300","R0618301","T4181500","T4188900","T4189900","T4193600","T4201000","T4201100","T4246600","T4246700","T4253500","T4253600","T4254500","T4254600","T4255000","T4255100","T4259000","T4259100","T4282300","T4282800","T4282900","T4283300","T4429600","T4434100","T4467000","T4478200","T4478300","T4876800","T4890700","T4890800","T4890900","T4891000","T4891300","T4892000","T4892200","T4892300","T4892400","T4892500","T4892600","T4892700","T4892800","T4892900","T4894200","T4894300","T4894400","T4897200","T4897800","T4897900","T4898000","T4915800","T5019200","T5019300","T5019700","T5019900","T5022100","T5022300","T5022500","T5022600","T5022800","T5023100","T5023200","T5023300","T5024700","T5024800","T5024900","T5025000","T5025100","T5025900","T5026000","T5026200","T5031400","T5031500","T5031600","T5054600","T5058900"
458,63,2,60,12,12,3,1,3,1,2,60,87934,11,-4,-4,-4,-4,16,1,-4,45,-4,45,-4,5,-4,1,-4,5380,110,-4,2,0,0,620,48,50,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,5,11,1,2,1,1,-4,-4,0,150000,655,-4,6410,-4,815057,-4,3,595986,0,1,2,1,2340,52,0,0,0,1,3,9,1,1,23,1,1
-5,64,9,61,15,12,3,1,3,1,9,61,92989,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,67,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,65,10,63,16,12,3,5,3,2,10,63,75171,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,66,1,64,12,17,3,1,3,1,1,64,22649,11,-4,-4,0,-4,13,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,43,-4,-4,-4,-4,0,0,0,-4,1,1,1,40,0,-4,225,5,8,0,-4,1,1,-4,-4,0,0,-4,-4,-4,-4,837549,-4,2,0,1,1,3,3,0,0,1,51,0,1,3,17,2,0,-4,-4,-4
458,67,1,58,-3,18,1,1,3,1,1,58,93246,11,-4,-4,-4,-4,18,1,-4,50,-4,-4,-4,-4,-4,-4,-4,6970,840,-4,4,0,0,476,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,210,6,2,1,2,1,1,-4,-4,0,370314,436,-4,76923,-4,1078903,-4,4,595986,0,1,2,1,2600,52,0,0,0,1,2,12,2,2,21,1,1
458,68,3,62,16,17,1,5,3,2,3,62,100000,11,-4,-4,-4,-4,16,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,10,46,40,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,140,5,10,1,2,2,1,-4,-4,0,0,-4,-4,-4,-4,665698,-4,5,270000,0,1,2,1,0,0,0,52,0,1,2,14,3,3,18,-4,-4
458,69,7,64,17,16,1,1,3,1,7,64,86703,11,-4,-4,-4,-4,18,1,-4,43,-4,43,-4,3,-4,1,-4,7670,10,-4,2,0,0,1300,36,30,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,205,6,2,1,2,2,1,-4,-4,0,140000,235,-4,5813,-4,820681,-4,4,185075,0,1,2,1,2218,52,0,0,0,1,3,6,2,2,23,1,1
458,70,3,61,20,16,1,1,3,1,3,61,-4,11,-4,-4,0,-4,18,1,1,23,-2,23,-2,0,0,1,0,8560,9620,9620,2,0,0,2310,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,225,5,10,1,2,1,1,-4,-4,0,34000,569,569,1011,-4,875029,-4,1,34000,0,1,3,3,-3,52,0,0,0,1,3,23,1,0,-4,1,1
458,71,5,63,17,16,1,1,3,1,5,63,98077,11,7,5,0,-4,20,1,-4,50,-4,-4,-4,-4,-4,-4,-4,-4,2100,-4,4,0,1,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,-1,5,10,1,2,4,1,-4,-4,0,-1,613,-4,-4,-4,752967,-4,3,-1,-3,1,3,3,2600,52,0,0,0,1,2,18,3,2,12,1,1
458,72,12,59,14,16,2,5,3,2,12,59,80538,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,7870,800,-4,3,0,0,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,150,5,6,1,2,1,1,-4,-4,0,46000,262,-4,2187,-4,763869,-4,1,46050,0,1,1,0,2080,52,0,0,0,1,2,22,0,0,-4,1,1
458,73,11,63,16,16,2,1,3,1,9,63,81527,11,1,5,-4,-4,18,1,-4,60,-4,60,-4,30,-4,1,-4,7280,4960,-4,2,0,0,620,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,230,5,10,1,2,1,1,-4,-4,0,370314,293,-4,7660,-4,752610,-4,4,595986,0,1,2,1,3120,52,0,0,0,1,2,16,2,2,5,1,1
-5,74,11,59,15,16,3,5,3,2,11,59,95536,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,75,3,62,14,16,3,5,3,2,3,62,83379,11,-4,-4,-4,-4,16,1,-4,60,-4,60,-4,5,-4,1,-4,9170,4960,-4,3,0,0,230,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,108,5,4,1,2,1,1,-4,-4,0,117000,315,-4,3750,-4,827692,-4,4,192000,0,1,2,1,3082,52,0,0,0,1,3,19,2,2,19,1,1
458,76,2,64,16,16,3,1,3,1,2,64,42780,11,-4,-4,-4,-4,14,1,-4,70,-4,-4,-4,-4,-4,-4,-4,7770,4210,-4,4,0,0,3220,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,205,6,1,1,2,1,1,-4,-4,0,60000,547,-4,1648,-4,837152,-4,5,110000,0,1,2,1,3640,52,0,0,0,1,2,12,2,3,16,1,1
458,77,5,64,16,16,1,5,3,2,5,64,96835,11,-4,-4,0,-4,16,1,-4,50,-4,50,-4,8,-4,1,-4,6990,4810,-4,2,0,0,-4,-4,-4,0,-4,0,0,0,-4,0,-4,-4,-4,0,-4,138,5,3,1,2,1,1,-4,-4,0,134000,602,-4,5153,-4,889481,-4,1,159000,0,1,1,0,2600,52,0,0,0,1,3,10,0,0,-4,1,1
-5,78,4,57,16,18,2,5,3,2,4,57,85347,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,79,4,60,16,18,2,1,3,1,4,60,96084,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,80,6,63,14,20,5,1,3,1,6,63,78759,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,5,-4,1,-4,7860,2320,-4,3,0,0,2800,52,-2,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,146,5,8,1,2,1,1,-4,-4,0,23783,1140,-4,1143,-4,884706,-4,1,23783,0,4,1,0,2080,52,0,0,0,1,3,19,0,0,-4,1,1
458,81,9,64,12,20,5,1,3,1,9,64,29497,11,11,2,-4,-4,18,0,0,40,40,40,40,0,1,1,1,4260,2710,2710,2,0,1,2300,44,40,-4,0,0,0,0,-4,0,-4,-4,-4,0,-4,206,6,0,1,2,1,0,0,0,0,54000,146,27,3125,-4,837152,-4,2,54025,0,4,2,1,2080,52,0,0,0,1,2,29,1,1,7,0,1
-5,82,9,58,-2,-2,6,3,2,1,9,58,2168,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,73,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,83,7,60,6,-2,3,3,2,1,7,60,2366,19,-4,-4,0,-4,5,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,200,6,0,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,220551,-4,4,-2,-3,1,1,0,0,0,0,52,0,1,3,12,0,0,-4,-4,-4
458,84,4,63,-2,12,3,3,2,1,4,63,21008,11,-4,-4,0,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,5700,-4,-4,-4,-4,0,0,0,-4,1,1,1,1,0,-4,226,5,10,1,1,1,1,-4,-4,0,0,-4,-4,-4,-4,192437,-4,4,2328,1,1,3,3,0,0,13,39,0,1,3,9,1,0,-4,-4,-4
458,85,6,59,11,11,7,3,2,1,6,59,2427,11,-4,-4,1,-4,11,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,-4,-4,1,1,1,1,1,1,1,168,1,4,155,5,6,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,278545,-4,1,600,1,1,1,0,0,0,0,52,0,1,3,11,1,0,-4,-4,-4
458,86,10,60,9,9,7,7,2,2,10,60,7198,11,-4,-4,0,-4,10,1,-4,40,-4,40,-4,0,-4,1,-4,5090,4720,-4,2,0,0,-4,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,165,5,0,0,-4,5,0,0,0,0,24000,730,-4,975,-4,300363,-4,1,24000,0,1,1,0,2080,52,0,0,0,1,3,6,1,0,-4,1,1
458,87,4,63,11,12,7,3,2,1,4,63,12463,11,-4,-4,1,-4,14,1,0,80,65,-4,65,-4,25,-4,1,7790,9720,4220,4,0,0,8960,52,40,-4,-4,1,1,1,1,0,-4,-4,-4,1,-2,193,5,9,1,1,1,1,-4,-4,0,0,34,510,-4,769,216308,-4,1,0,1,1,1,0,3380,52,0,0,0,1,2,18,2,0,-4,1,1
458,88,4,57,12,12,1,3,2,1,4,57,80798,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,2980,8740,-4,2,0,0,2010,52,50,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,197,6,0,1,1,1,1,-4,-4,0,36000,434,-4,1750,-4,339544,-4,3,70000,0,1,2,1,2080,52,0,0,0,1,3,12,2,1,22,1,1
-5,89,3,59,12,12,8,7,2,2,3,59,84980,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,90,9,58,5,4,2,1,3,1,9,58,80298,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,8,-4,1,-4,6990,1060,-4,2,0,1,2320,44,40,-4,-4,0,0,0,-4,0,-4,-4,-4,1,2,160,6,0,1,2,1,1,-4,-4,0,129000,217,-4,6225,-4,892053,-4,3,184400,0,1,2,1,2080,52,0,0,0,1,2,13,1,1,21,1,1
458,91,7,63,5,3,2,5,3,2,7,63,22823,11,-4,-4,-4,-4,16,1,1,3,25,-4,25,-4,0,-4,1,5580,4700,710,4,0,0,5240,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,150,5,7,1,2,1,1,-4,-4,0,40000,518,18,5128,1825,592839,-4,4,90000,0,1,2,1,1456,52,0,0,0,1,2,16,2,2,18,1,1
458,92,8,62,12,12,1,5,3,2,8,62,44375,11,-4,-4,0,-4,12,1,-4,39,-4,39,-4,0,-4,1,-4,7860,4010,-4,1,0,0,-4,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,216,4,11,1,2,1,1,-4,-4,0,41000,1224,-4,2594,-4,713249,-4,2,41000,0,1,3,3,2028,52,0,0,0,1,2,7,2,1,23,1,1
458,93,6,64,-2,-2,1,1,3,1,6,64,28438,11,-4,-4,0,-4,14,1,0,40,40,40,40,0,0,1,1,2870,8200,8960,2,0,0,5930,-1,-1,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,180,5,10,1,2,1,1,-4,-4,0,49000,17,895,2425,3615,678551,-4,1,53515,0,2,3,3,2080,52,0,0,0,1,2,13,3,0,-4,1,1
458,94,2,57,10,10,2,1,3,1,2,57,-4,11,-4,-4,-4,-4,11,1,-4,43,-4,43,-4,0,-4,1,-4,9080,4250,-4,3,0,0,5700,-4,-4,-4,-4,0,0,0,-4,1,1,1,5,0,-4,155,5,8,1,2,1,1,-4,-4,0,50000,1874,-4,2236,-4,972304,-4,2,-1,-3,1,2,1,2263,52,0,0,0,1,2,6,0,0,-4,1,1
458,95,7,60,10,-2,2,5,3,2,7,60,34573,11,-4,-4,1,-4,12,1,0,40,40,40,40,0,0,1,1,4470,5700,530,2,0,0,999,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,140,5,5,0,-4,1,0,0,0,0,52000,3,418,1400,2500,584752,-4,1,52000,0,2,3,3,2080,52,0,0,0,1,2,13,3,0,-4,1,1
458,96,6,61,6,-2,2,6,3,2,6,61,36772,11,-4,-4,-4,-4,10,1,0,0,40,0,40,0,0,1,1,8190,2340,5700,2,0,0,5610,52,37,3,-4,0,0,0,-4,0,-4,-4,-4,0,-4,160,5,3,1,2,1,1,-4,-4,0,52000,323,383,-4,2730,553446,-4,3,-2,-3,1,2,1,2080,52,0,0,0,1,2,17,3,1,16,1,1
458,97,2,58,12,11,7,5,3,2,2,58,59411,11,-4,-4,-4,-4,14,1,0,40,40,40,40,0,0,1,1,8180,3650,9640,2,0,0,7200,52,40,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,183,5,7,1,2,1,1,-4,-4,0,27000,102,12,1370,950,813595,-4,3,97000,0,1,2,1,2080,52,0,0,0,1,2,10,2,1,25,1,1
458,98,9,57,17,14,2,6,3,2,9,57,69552,11,-4,-4,-4,-4,14,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,-4,-4,-4,3,-4,1,1,1,1,1,1,0,-4,0,-4,163,5,4,1,2,1,1,-4,-4,0,0,-4,-4,-4,-4,891593,-4,5,14160,1,1,2,1,0,0,0,52,0,1,2,8,3,3,20,-4,-4
458,99,9,57,12,16,1,5,3,2,-5,-5,-5,11,-4,-4,-4,-4,14,1,-4,35,-4,35,-4,0,-4,1,-4,7860,5700,-4,1,0,0,7940,-4,-4,2,-4,0,0,0,-4,0,-4,-4,-4,0,-4,195,5,5,1,2,1,1,-4,-4,0,32000,370,-4,2500,-4,730463,-4,3,38000,0,1,3,1,1820,52,0,0,0,1,2,10,2,2,21,1,1
458,100,10,63,-2,-2,2,5,3,2,10,63,40421,11,-4,-4,0,-4,13,1,-4,40,-4,40,-4,0,-4,1,-4,9570,2150,-4,1,0,0,4510,-4,-4,3,-4,0,0,0,-4,0,-4,-4,-4,1,48,130,5,5,1,2,1,1,-4,-4,0,96000,1390,-4,4711,-4,622352,-4,2,96000,0,1,3,3,2080,52,0,0,0,1,2,12,3,1,24,1,1
-5,101,9,58,10,6,1,1,3,1,9,58,87368,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,66,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,102,8,64,10,5,1,5,3,2,8,64,56649,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,9370,120,-4,1,0,0,6230,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,138,5,1,1,2,1,1,-4,-4,0,-1,1445,-4,3900,-4,731949,-4,3,-1,-3,1,2,1,2080,52,0,0,0,1,2,3,1,1,23,1,1
458,103,5,58,11,-3,2,1,3,1,5,58,76421,11,-4,-4,0,-4,16,1,0,46,40,46,40,46,0,1,1,7380,1110,1110,2,0,0,2340,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,250,5,11,0,-4,5,1,-4,-4,0,90000,83,29,3433,5116,991168,-4,1,90800,0,1,3,3,2064,48,4,0,0,0,2,17,2,0,-4,1,1
-5,104,6,58,12,-2,0,5,3,2,6,58,48175,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,64,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,105,9,58,12,12,0,6,3,2,9,58,81787,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,106,1,61,12,9,1,1,3,1,1,61,87651,11,-4,-4,-4,-4,16,1,-4,40,-4,40,-4,0,-4,1,-4,7290,430,-4,2,0,0,201,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,200,5,9,1,2,2,1,-4,-4,0,122000,1159,-4,6009,-4,799642,-4,3,130000,0,1,2,1,2080,52,0,0,0,1,2,6,0,1,13,1,1
458,107,2,62,11,9,2,1,3,1,2,62,65347,11,-4,-4,-4,-4,16,1,0,40,40,40,40,40,0,1,1,9170,430,20,3,0,1,3630,46,30,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,200,5,9,1,2,1,1,-4,-4,0,75000,4,566,4471,3125,608920,-4,2,103000,0,1,2,1,2080,52,0,0,0,0,2,6,0,0,-4,1,1
458,108,7,58,11,8,2,1,3,1,7,58,96818,11,-4,-4,-4,-4,20,1,-4,50,-4,-4,-4,-4,-4,-4,-4,7270,2100,-4,4,0,0,3030,50,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,168,5,8,1,2,1,1,-4,-4,0,60000,1029,-4,2500,-4,834805,-4,5,133500,0,1,2,1,2600,52,0,0,0,1,2,14,3,3,16,1,1
-5,109,4,62,-3,-3,2,5,3,2,4,62,57445,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,110,5,57,-2,12,3,1,3,1,5,57,64697,11,-4,-4,-4,-4,13,1,-4,50,-4,50,-4,50,-4,1,-4,7380,1020,-4,2,0,1,5700,52,40,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,185,6,0,1,2,1,1,-4,-4,0,90000,409,-4,3461,-4,1074650,-4,4,131000,0,1,2,1,2600,52,0,0,0,1,2,11,2,2,26,1,1
458,111,6,59,11,10,3,5,3,2,6,59,46195,11,-4,-4,-4,-4,12,1,-4,40,-4,40,-4,0,-4,1,-4,8270,3650,-4,3,0,0,4250,52,60,3,0,0,0,0,-4,0,-4,-4,-4,0,-4,180,5,2,1,2,1,1,-4,-4,0,42000,1053,-4,1875,-4,727540,-4,2,-2,-3,1,2,1,2080,52,0,0,0,1,2,7,3,0,-4,1,1
458,112,9,63,12,8,3,5,3,2,9,63,39529,11,-4,-4,1,-4,11,1,-4,32,-4,32,-4,0,-4,1,-4,8680,2540,-4,-2,0,0,9130,-4,-4,2,-4,0,0,0,-4,1,1,0,-4,0,-4,180,5,8,1,2,1,1,-4,-4,0,34000,455,-4,1890,-4,655243,-4,2,65200,0,1,3,6,1280,40,0,12,0,1,2,27,2,1,18,1,1
-5,113,1,63,-2,-2,3,1,3,1,1,63,64537,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,67,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,114,1,57,6,7,3,1,3,1,1,57,75984,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,67,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,115,8,60,10,12,2,5,3,2,8,60,85492,11,10,6,0,-4,16,1,0,40,30,40,30,0,0,1,1,8590,4430,2310,2,0,0,8130,52,50,4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,-1,5,6,1,2,1,1,-4,-4,0,20000,460,144,1000,769,694392,-4,6,20000,1,1,2,1,2080,52,0,0,0,1,3,14,4,4,18,1,1
-5,116,12,63,10,12,2,5,3,2,12,63,62654,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,117,9,59,10,12,2,1,3,1,9,59,98349,11,-4,-4,-4,15,15,1,-4,40,-4,40,-4,0,-4,1,-4,8190,3400,-4,2,0,1,2310,40,45,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,260,5,11,1,2,1,1,-4,-4,0,45000,278,-4,1632,-4,935437,-4,2,120000,0,1,2,1,2080,52,0,0,0,0,2,4,3,0,-4,1,1
-5,118,10,61,-2,8,2,5,3,2,10,61,29212,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,119,5,57,11,8,2,1,3,1,5,57,27671,11,-4,-4,1,-4,16,1,-4,60,-4,-4,-4,-4,-4,-4,-4,3890,7750,-4,4,0,0,4510,-2,-2,-4,-4,1,1,1,1,0,-4,-4,-4,0,-4,180,5,11,0,-4,3,0,0,2,0,15000,191,-4,480,-4,1154610,-4,1,15000,0,1,1,0,3080,50,0,2,0,1,2,18,0,0,-4,1,1
458,120,3,62,16,12,2,1,3,1,3,62,97847,11,-4,-4,0,-4,12,1,0,90,5,-4,5,-4,0,-4,0,7070,810,-4,4,0,0,-4,-4,-4,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,260,6,0,0,-4,5,1,-4,-4,0,120000,-3,173,1175,925,745690,-4,1,120000,0,1,1,0,4790,52,0,0,0,1,2,17,0,0,-4,1,1
458,121,9,64,17,15,2,5,3,2,9,64,92618,11,-4,-4,0,-4,16,1,-4,40,-4,40,-4,8,-4,1,-4,6990,5250,-4,2,0,0,-4,-4,-4,1,-4,0,0,0,-4,0,-4,-4,-4,0,-4,190,5,4,1,1,1,1,-4,-4,0,62000,858,-4,2980,-4,827971,-4,3,92200,0,1,1,0,2160,52,0,0,0,1,2,8,1,1,23,1,1
458,122,11,61,11,10,1,1,3,1,11,61,52132,11,-4,-4,-4,-4,12,1,0,50,60,50,-4,0,-4,1,-4,6290,9420,220,2,0,0,4700,52,50,-4,-4,0,0,0,-4,0,-4,-4,-4,0,-4,270,6,1,1,2,1,1,-4,-4,0,100000,61,684,3500,3205,859139,-4,2,225000,0,1,2,1,3835,52,0,0,0,1,2,17,3,0,-4,1,1
-5,123,7,62,16,16,1,1,3,1,7,62,92204,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,61,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,124,3,61,14,14,7,5,3,2,3,61,40114,11,-4,-4,0,-4,15,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,0,0,430,-4,-4,2,-4,1,1,1,1,0,-4,-4,-4,0,-4,130,5,2,1,2,1,0,0,3,0,0,-4,-4,-4,-4,609772,-4,2,0,1,1,3,3,0,0,52,0,0,0,2,24,2,1,25,-4,-4
-5,125,2,57,12,14,7,1,3,1,2,57,32107,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,65,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
